Model,Train_MSE,Train_MAE,Train_R2,Test_MSE,Test_MAE,Test_R2,CV_RMSE_Mean,CV_RMSE_Std
Paper 1: RailEstate Spatial (XGBoost),10833887.0,2437.17529296875,0.9981836080551147,552970880.0,14810.4501953125,0.9279077649116516,25536.041148214244,3555.1712302938217
