Model,Best_Alpha,Train_MSE,Train_MAE,Train_R2,Test_MSE,Test_MAE,Test_R2
Linear Regression (Ridge),10.0,593376581.9975804,14874.842241553408,0.9005161254048437,940534190.1938823,19134.86302279737,0.8773801576636209
